"Total Electricity Installed Capacity 2016"
"https://www.eia.gov/beta/international/rankings/#?prodact=2-7&cy=2016&pid=2&aid=7&tl_id=7-A&tl_type=a"
"Tue Nov 06 2018 14:23:23 GMT-0700 (Mountain Standard Time)"
"Source: U.S. Energy Information Administration"
"Units: Million Kilowatts"
,Ranking,Country,Value,Percent
,--,"Cook Islands",(s),0
,--,"Falkland Islands (Islas Malvinas)",(s),0
,--,"Kiribati",(s),0
,--,"Saint Helena",(s),0
,--,"Nauru",(s),0
,--,"Montserrat",(s),0
,--,"Niue",(s),0
,--,"Antarctica",(s),0
,--,"Timor-Leste (East Timor)",(s),0
,--,"Wake Island",0,0
