measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,44725,Peterborough,1,Male,32,90 to 94,560,Alcohol use disorders,3,Rate,2015,3.5862479056693157,4.717797841735317,2.6761357269319297
1,Deaths,44725,Peterborough,2,Female,32,90 to 94,560,Alcohol use disorders,3,Rate,2015,0.9905257114402692,1.4226265204649295,0.45507229204127675
1,Deaths,44725,Peterborough,1,Male,235,95 plus,560,Alcohol use disorders,3,Rate,2015,6.211836190117869,8.148494320276042,4.594963608756027
1,Deaths,44725,Peterborough,2,Female,235,95 plus,560,Alcohol use disorders,3,Rate,2015,1.9032815189440446,2.5721392937101353,0.8324715008686212
1,Deaths,44725,Peterborough,1,Male,1,Under 5,561,Drug use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,2,Female,1,Under 5,561,Drug use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,1,Male,5,1 to 4,561,Drug use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,2,Female,5,1 to 4,561,Drug use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,1,Male,6,5 to 9,561,Drug use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,2,Female,6,5 to 9,561,Drug use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,1,Male,7,10 to 14,561,Drug use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,2,Female,7,10 to 14,561,Drug use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,1,Male,8,15 to 19,561,Drug use disorders,3,Rate,2015,3.3628687964919215,4.738134090445014,2.1250091246520983
1,Deaths,44725,Peterborough,2,Female,8,15 to 19,561,Drug use disorders,3,Rate,2015,1.2611503016700276,1.7481201365531251,0.8453464386621493
1,Deaths,44725,Peterborough,1,Male,9,20 to 24,561,Drug use disorders,3,Rate,2015,8.188342199301543,11.3268489281554,5.724250007448033
1,Deaths,44725,Peterborough,2,Female,9,20 to 24,561,Drug use disorders,3,Rate,2015,3.9194654864025114,5.381161079455031,2.7457067932983756
1,Deaths,44725,Peterborough,1,Male,10,25 to 29,561,Drug use disorders,3,Rate,2015,8.707541649069553,11.411468702680992,6.245322430178498
1,Deaths,44725,Peterborough,2,Female,10,25 to 29,561,Drug use disorders,3,Rate,2015,3.0618224822061593,3.9476632827106735,2.196314814140048
1,Deaths,44725,Peterborough,1,Male,11,30 to 34,561,Drug use disorders,3,Rate,2015,15.863204996011856,20.038540421435354,11.827181980050561
1,Deaths,44725,Peterborough,2,Female,11,30 to 34,561,Drug use disorders,3,Rate,2015,3.2325743102709534,4.160670380490227,2.440286563338672
1,Deaths,44725,Peterborough,1,Male,12,35 to 39,561,Drug use disorders,3,Rate,2015,15.258285056516875,19.850052573475498,11.412743169661889
1,Deaths,44725,Peterborough,2,Female,12,35 to 39,561,Drug use disorders,3,Rate,2015,3.709473926492459,4.870077617152353,2.642832569024817
1,Deaths,44725,Peterborough,1,Male,13,40 to 44,561,Drug use disorders,3,Rate,2015,15.645305354938335,21.805850806477785,10.921527566611365
1,Deaths,44725,Peterborough,2,Female,13,40 to 44,561,Drug use disorders,3,Rate,2015,4.555131022988672,6.077727355625061,3.320312732246179
1,Deaths,44725,Peterborough,1,Male,14,45 to 49,561,Drug use disorders,3,Rate,2015,9.959008915254849,14.328275447063698,6.537993483452818
1,Deaths,44725,Peterborough,2,Female,14,45 to 49,561,Drug use disorders,3,Rate,2015,3.704194012120259,5.129774480986676,2.5483092726534875
1,Deaths,44725,Peterborough,1,Male,15,50 to 54,561,Drug use disorders,3,Rate,2015,5.361451851780659,7.53908910787804,3.808032364426006
1,Deaths,44725,Peterborough,2,Female,15,50 to 54,561,Drug use disorders,3,Rate,2015,3.246785015040858,4.461803720786221,2.2624611313434957
1,Deaths,44725,Peterborough,1,Male,16,55 to 59,561,Drug use disorders,3,Rate,2015,4.313062996421371,6.06483928634444,2.8917357252032083
1,Deaths,44725,Peterborough,2,Female,16,55 to 59,561,Drug use disorders,3,Rate,2015,2.7483193045031573,3.954168903031891,1.8387514172891295
1,Deaths,44725,Peterborough,1,Male,17,60 to 64,561,Drug use disorders,3,Rate,2015,2.2709886065011426,3.1901807233734236,1.5581311770906559
1,Deaths,44725,Peterborough,2,Female,17,60 to 64,561,Drug use disorders,3,Rate,2015,2.043820382448726,2.7620787834799705,1.47277796724783
1,Deaths,44725,Peterborough,1,Male,18,65 to 69,561,Drug use disorders,3,Rate,2015,1.6859671902291564,2.33055825971266,1.1790628097083387
1,Deaths,44725,Peterborough,2,Female,18,65 to 69,561,Drug use disorders,3,Rate,2015,1.736872861888522,2.3468957331571003,1.2039627227497844
1,Deaths,44725,Peterborough,1,Male,19,70 to 74,561,Drug use disorders,3,Rate,2015,1.5033043805601483,2.0028963293188973,1.0691434533690165
1,Deaths,44725,Peterborough,2,Female,19,70 to 74,561,Drug use disorders,3,Rate,2015,1.4685198266772335,1.9910834118946992,1.0650397847283477
1,Deaths,44725,Peterborough,1,Male,20,75 to 79,561,Drug use disorders,3,Rate,2015,1.6443146012853695,2.1716619625321822,1.2376347581764207
1,Deaths,44725,Peterborough,2,Female,20,75 to 79,561,Drug use disorders,3,Rate,2015,1.6242123783510967,2.098395178104242,1.1951186111318495
1,Deaths,44725,Peterborough,1,Male,28,<1 year,561,Drug use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,2,Female,28,<1 year,561,Drug use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,1,Male,30,80 to 84,561,Drug use disorders,3,Rate,2015,2.2672552986473904,3.1214560035695995,1.5798302929728034
1,Deaths,44725,Peterborough,2,Female,30,80 to 84,561,Drug use disorders,3,Rate,2015,1.6510270137820224,2.190511179233464,1.235577198709604
1,Deaths,44725,Peterborough,1,Male,31,85 to 89,561,Drug use disorders,3,Rate,2015,3.4060825442644314,4.623505755770616,2.38144431852525
1,Deaths,44725,Peterborough,2,Female,31,85 to 89,561,Drug use disorders,3,Rate,2015,2.154000633032079,2.902379095982007,1.5087154418205113
1,Deaths,44725,Peterborough,1,Male,32,90 to 94,561,Drug use disorders,3,Rate,2015,5.840309774288884,7.822953142203976,4.280057685227949
1,Deaths,44725,Peterborough,2,Female,32,90 to 94,561,Drug use disorders,3,Rate,2015,3.529971768902985,4.56734097475351,2.6308958225744288
1,Deaths,44725,Peterborough,1,Male,235,95 plus,561,Drug use disorders,3,Rate,2015,10.67380538266857,14.370161315999415,7.9521632689001995
1,Deaths,44725,Peterborough,2,Female,235,95 plus,561,Drug use disorders,3,Rate,2015,6.5643773584530525,8.398758547591129,5.059898019298236
1,Deaths,44725,Peterborough,1,Male,1,Under 5,562,Opioid use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,2,Female,1,Under 5,562,Opioid use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,1,Male,5,1 to 4,562,Opioid use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,2,Female,5,1 to 4,562,Opioid use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,1,Male,6,5 to 9,562,Opioid use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,2,Female,6,5 to 9,562,Opioid use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,1,Male,7,10 to 14,562,Opioid use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,2,Female,7,10 to 14,562,Opioid use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,1,Male,8,15 to 19,562,Opioid use disorders,3,Rate,2015,1.8968072829637732,2.852885867539445,1.1300564062977392
1,Deaths,44725,Peterborough,2,Female,8,15 to 19,562,Opioid use disorders,3,Rate,2015,0.4202632263010693,0.6663615430670559,0.25143604217659216
1,Deaths,44725,Peterborough,1,Male,9,20 to 24,562,Opioid use disorders,3,Rate,2015,5.251354629324893,7.949438074324166,3.3542877855718056
1,Deaths,44725,Peterborough,2,Female,9,20 to 24,562,Opioid use disorders,3,Rate,2015,1.550605955456344,2.4294046214751335,0.9325899176199388
1,Deaths,44725,Peterborough,1,Male,10,25 to 29,562,Opioid use disorders,3,Rate,2015,5.450074654151441,7.8650571694297735,3.488522020906801
1,Deaths,44725,Peterborough,2,Female,10,25 to 29,562,Opioid use disorders,3,Rate,2015,1.2152765839156912,1.772234789160338,0.7840439967555314
1,Deaths,44725,Peterborough,1,Male,11,30 to 34,562,Opioid use disorders,3,Rate,2015,10.202376682925518,13.952075836485415,7.078996570855909
1,Deaths,44725,Peterborough,2,Female,11,30 to 34,562,Opioid use disorders,3,Rate,2015,1.2782605866865626,1.837870326131619,0.8408631315215501
1,Deaths,44725,Peterborough,1,Male,12,35 to 39,562,Opioid use disorders,3,Rate,2015,9.918626733657781,13.35838211640049,6.884972103065609
1,Deaths,44725,Peterborough,2,Female,12,35 to 39,562,Opioid use disorders,3,Rate,2015,1.6728248538207593,2.469605527179913,1.0867969530048456
1,Deaths,44725,Peterborough,1,Male,13,40 to 44,562,Opioid use disorders,3,Rate,2015,9.895447995796017,14.379446023437826,6.409760428357166
1,Deaths,44725,Peterborough,2,Female,13,40 to 44,562,Opioid use disorders,3,Rate,2015,1.99943745493859,2.9525823477201802,1.3082978729365173
1,Deaths,44725,Peterborough,1,Male,14,45 to 49,562,Opioid use disorders,3,Rate,2015,6.289620025308659,9.661444181912346,3.906130048500435
1,Deaths,44725,Peterborough,2,Female,14,45 to 49,562,Opioid use disorders,3,Rate,2015,1.5183283354207218,2.3205722140187874,0.9477711113443742
1,Deaths,44725,Peterborough,1,Male,15,50 to 54,562,Opioid use disorders,3,Rate,2015,3.104216617669986,4.5461089727700355,2.0534532510843175
1,Deaths,44725,Peterborough,2,Female,15,50 to 54,562,Opioid use disorders,3,Rate,2015,1.222705376347129,1.890951417021328,0.7726305118407948
1,Deaths,44725,Peterborough,1,Male,16,55 to 59,562,Opioid use disorders,3,Rate,2015,2.454775313373075,3.6277771281336464,1.520345235092863
1,Deaths,44725,Peterborough,2,Female,16,55 to 59,562,Opioid use disorders,3,Rate,2015,0.963794495791232,1.4846367004065153,0.5902623328423434
1,Deaths,44725,Peterborough,1,Male,17,60 to 64,562,Opioid use disorders,3,Rate,2015,1.2756184005394757,1.8903566265532021,0.8053590024196472
1,Deaths,44725,Peterborough,2,Female,17,60 to 64,562,Opioid use disorders,3,Rate,2015,0.6966132860724976,1.047677316806326,0.4362490184120223
1,Deaths,44725,Peterborough,1,Male,18,65 to 69,562,Opioid use disorders,3,Rate,2015,1.007072011893264,1.4589653798402005,0.6384083897270857
1,Deaths,44725,Peterborough,2,Female,18,65 to 69,562,Opioid use disorders,3,Rate,2015,0.639430661158779,0.9455121710006443,0.39869331137350594
1,Deaths,44725,Peterborough,1,Male,19,70 to 74,562,Opioid use disorders,3,Rate,2015,0.7039236390357145,1.032654672880762,0.4466069031810443
1,Deaths,44725,Peterborough,2,Female,19,70 to 74,562,Opioid use disorders,3,Rate,2015,0.37082650777680964,0.5665182585349083,0.23075203461503363
1,Deaths,44725,Peterborough,1,Male,20,75 to 79,562,Opioid use disorders,3,Rate,2015,0.8627018983983008,1.2106334125827387,0.5677394966822292
1,Deaths,44725,Peterborough,2,Female,20,75 to 79,562,Opioid use disorders,3,Rate,2015,0.4573626909665004,0.6611683046435732,0.3041050548153506
1,Deaths,44725,Peterborough,1,Male,28,<1 year,562,Opioid use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,2,Female,28,<1 year,562,Opioid use disorders,3,Rate,2015,0.0,0.0,0.0
1,Deaths,44725,Peterborough,1,Male,30,80 to 84,562,Opioid use disorders,3,Rate,2015,1.278003027784885,1.8405748453677224,0.8119473684483459
1,Deaths,44725,Peterborough,2,Female,30,80 to 84,562,Opioid use disorders,3,Rate,2015,0.48591432084974506,0.7054973566392221,0.32246190055981716
1,Deaths,44725,Peterborough,1,Male,31,85 to 89,562,Opioid use disorders,3,Rate,2015,2.000755646750918,2.8341826061306885,1.3221451500958414
1,Deaths,44725,Peterborough,2,Female,31,85 to 89,562,Opioid use disorders,3,Rate,2015,0.8198008252349881,1.2194510676557921,0.5042061226867566
1,Deaths,44725,Peterborough,1,Male,32,90 to 94,562,Opioid use disorders,3,Rate,2015,3.383073068187859,4.783029018752582,2.3064887605243443
1,Deaths,44725,Peterborough,2,Female,32,90 to 94,562,Opioid use disorders,3,Rate,2015,1.3798676281395932,1.96603345794424,0.9259970823696858
1,Deaths,44725,Peterborough,1,Male,235,95 plus,562,Opioid use disorders,3,Rate,2015,5.980840344955218,8.480394174629092,4.0140276460119875
1,Deaths,44725,Peterborough,2,Female,235,95 plus,562,Opioid use disorders,3,Rate,2015,2.496702470172279,3.459585451200013,1.7582557932819787
1,Deaths,44725,Peterborough,1,Male,8,15 to 19,563,Cocaine use disorders,3,Rate,2015,0.09838679982973579,0.1869090469608326,0.04385349494657904
1,Deaths,44725,Peterborough,2,Female,8,15 to 19,563,Cocaine use disorders,3,Rate,2015,0.027547510006864954,0.05156416398387813,0.014003875260445438
1,Deaths,44725,Peterborough,1,Male,9,20 to 24,563,Cocaine use disorders,3,Rate,2015,0.1655955720210747,0.32117342479333955,0.07632662213393138
1,Deaths,44725,Peterborough,2,Female,9,20 to 24,563,Cocaine use disorders,3,Rate,2015,0.09151811335229215,0.17072402214954696,0.04505500037691277
1,Deaths,44725,Peterborough,1,Male,10,25 to 29,563,Cocaine use disorders,3,Rate,2015,0.17977187807985148,0.33878552819171776,0.08066625936447616
1,Deaths,44725,Peterborough,2,Female,10,25 to 29,563,Cocaine use disorders,3,Rate,2015,0.06643420426375271,0.11703919257189564,0.03600897601124619
1,Deaths,44725,Peterborough,1,Male,11,30 to 34,563,Cocaine use disorders,3,Rate,2015,0.271808976437589,0.4707281098526826,0.13446901244093937
1,Deaths,44725,Peterborough,2,Female,11,30 to 34,563,Cocaine use disorders,3,Rate,2015,0.041559992577562606,0.07049149635000279,0.023329176010834517
1,Deaths,44725,Peterborough,1,Male,12,35 to 39,563,Cocaine use disorders,3,Rate,2015,0.22708856567078592,0.4102620917834456,0.11437038117299411
1,Deaths,44725,Peterborough,2,Female,12,35 to 39,563,Cocaine use disorders,3,Rate,2015,0.045665402421175644,0.07618858945312994,0.025379468892952575
1,Deaths,44725,Peterborough,1,Male,13,40 to 44,563,Cocaine use disorders,3,Rate,2015,0.21530309816685164,0.37904798158290887,0.10386053642988109
1,Deaths,44725,Peterborough,2,Female,13,40 to 44,563,Cocaine use disorders,3,Rate,2015,0.03624477604384117,0.0591959208418988,0.01994563217594195
1,Deaths,44725,Peterborough,1,Male,14,45 to 49,563,Cocaine use disorders,3,Rate,2015,0.11804440639340569,0.21606729508440697,0.055898876130993334
1,Deaths,44725,Peterborough,2,Female,14,45 to 49,563,Cocaine use disorders,3,Rate,2015,0.030384179701945752,0.0534113610959157,0.016002523392305082
1,Deaths,44725,Peterborough,1,Male,15,50 to 54,563,Cocaine use disorders,3,Rate,2015,0.05870754328142452,0.10532968937330676,0.03008882354684657
1,Deaths,44725,Peterborough,2,Female,15,50 to 54,563,Cocaine use disorders,3,Rate,2015,0.008943762577345603,0.01572699787760935,0.0045089329302300946
1,Deaths,44725,Peterborough,1,Male,16,55 to 59,563,Cocaine use disorders,3,Rate,2015,0.0417473354174139,0.07279314902117011,0.021346783481811613
1,Deaths,44725,Peterborough,2,Female,16,55 to 59,563,Cocaine use disorders,3,Rate,2015,0.009407604686978838,0.01663876214407275,0.00473203507291473
1,Deaths,44725,Peterborough,1,Male,17,60 to 64,563,Cocaine use disorders,3,Rate,2015,0.01660564675482185,0.028799816330443786,0.008435984248972902
1,Deaths,44725,Peterborough,2,Female,17,60 to 64,563,Cocaine use disorders,3,Rate,2015,0.004296266777228931,0.0072179923004399875,0.0023988372683215594
1,Deaths,44725,Peterborough,1,Male,18,65 to 69,563,Cocaine use disorders,3,Rate,2015,0.01812456572042518,0.03327235776232244,0.00871778376677241
1,Deaths,44725,Peterborough,2,Female,18,65 to 69,563,Cocaine use disorders,3,Rate,2015,0.008089404900233854,0.013937794168283326,0.004206064188554639
1,Deaths,44725,Peterborough,1,Male,19,70 to 74,563,Cocaine use disorders,3,Rate,2015,0.0028580787555818076,0.00496488214936828,0.0014969925542592838
1,Deaths,44725,Peterborough,2,Female,19,70 to 74,563,Cocaine use disorders,3,Rate,2015,0.006067962014767468,0.010351232262969981,0.00332360700848475
1,Deaths,44725,Peterborough,1,Male,20,75 to 79,563,Cocaine use disorders,3,Rate,2015,0.003729056678418372,0.0060887429582674735,0.0020806997044018486
1,Deaths,44725,Peterborough,2,Female,20,75 to 79,563,Cocaine use disorders,3,Rate,2015,0.008105497376609655,0.01320549320522527,0.00448446606380021
1,Deaths,44725,Peterborough,1,Male,30,80 to 84,563,Cocaine use disorders,3,Rate,2015,0.004193677613788424,0.007213086678377689,0.0022396728856463547
1,Deaths,44725,Peterborough,2,Female,30,80 to 84,563,Cocaine use disorders,3,Rate,2015,0.014252993720888507,0.023321452928462546,0.007807185485580761
1,Deaths,44725,Peterborough,1,Male,31,85 to 89,563,Cocaine use disorders,3,Rate,2015,0.017351054314539444,0.031120333356799663,0.008768989623814678
1,Deaths,44725,Peterborough,2,Female,31,85 to 89,563,Cocaine use disorders,3,Rate,2015,0.021005470292560214,0.03490431673515337,0.010643098681904085
1,Deaths,44725,Peterborough,1,Male,32,90 to 94,563,Cocaine use disorders,3,Rate,2015,0.025343030014706253,0.04377478479997701,0.013696170936464788
1,Deaths,44725,Peterborough,2,Female,32,90 to 94,563,Cocaine use disorders,3,Rate,2015,0.03787431106178982,0.06117546140759182,0.020805459448484
1,Deaths,44725,Peterborough,1,Male,235,95 plus,563,Cocaine use disorders,3,Rate,2015,0.04967072587295938,0.08402214448568004,0.026322598090162786
1,Deaths,44725,Peterborough,2,Female,235,95 plus,563,Cocaine use disorders,3,Rate,2015,0.07001045795003547,0.11276462573611229,0.03983701404307904
1,Deaths,44725,Peterborough,1,Male,8,15 to 19,564,Amphetamine use disorders,3,Rate,2015,0.23595005234696753,0.43029574980374263,0.09772018761980564
1,Deaths,44725,Peterborough,2,Female,8,15 to 19,564,Amphetamine use disorders,3,Rate,2015,0.23430555509858095,0.4081199398129612,0.11277134785533291
1,Deaths,44725,Peterborough,1,Male,9,20 to 24,564,Amphetamine use disorders,3,Rate,2015,0.4031988346786019,0.7206045108133492,0.15727411771476865
1,Deaths,44725,Peterborough,2,Female,9,20 to 24,564,Amphetamine use disorders,3,Rate,2015,0.6183164400255123,1.067414971758237,0.23287545511506516
1,Deaths,44725,Peterborough,1,Male,10,25 to 29,564,Amphetamine use disorders,3,Rate,2015,0.42431353942387035,0.7752765185742017,0.16332004584967602
1,Deaths,44725,Peterborough,2,Female,10,25 to 29,564,Amphetamine use disorders,3,Rate,2015,0.43677693709137505,0.7410727041908325,0.15789368329958303
1,Deaths,44725,Peterborough,1,Male,11,30 to 34,564,Amphetamine use disorders,3,Rate,2015,0.44651975599200117,0.7608021263119362,0.18641683064347978
1,Deaths,44725,Peterborough,2,Female,11,30 to 34,564,Amphetamine use disorders,3,Rate,2015,0.2669521348507529,0.44098301795860945,0.09501076474833997
1,Deaths,44725,Peterborough,1,Male,12,35 to 39,564,Amphetamine use disorders,3,Rate,2015,0.41591305440490095,0.7021713131852593,0.18824941940112325
1,Deaths,44725,Peterborough,2,Female,12,35 to 39,564,Amphetamine use disorders,3,Rate,2015,0.2745243001575607,0.4551100958868712,0.08575001138276482
1,Deaths,44725,Peterborough,1,Male,13,40 to 44,564,Amphetamine use disorders,3,Rate,2015,0.45198296127143517,0.8319393337104689,0.14530031801760038
1,Deaths,44725,Peterborough,2,Female,13,40 to 44,564,Amphetamine use disorders,3,Rate,2015,0.38067930598909294,0.6533909999411752,0.13539929586535918
1,Deaths,44725,Peterborough,1,Male,14,45 to 49,564,Amphetamine use disorders,3,Rate,2015,0.2743653794575167,0.4954124139246033,0.11068639008946962
1,Deaths,44725,Peterborough,2,Female,14,45 to 49,564,Amphetamine use disorders,3,Rate,2015,0.3143020516049278,0.5264346862641073,0.141938683483051
1,Deaths,44725,Peterborough,1,Male,15,50 to 54,564,Amphetamine use disorders,3,Rate,2015,0.048728672720140705,0.0831074818980443,0.024667426377916832
1,Deaths,44725,Peterborough,2,Female,15,50 to 54,564,Amphetamine use disorders,3,Rate,2015,0.058509136380974956,0.1009959161457021,0.02413038221006329
1,Deaths,44725,Peterborough,1,Male,16,55 to 59,564,Amphetamine use disorders,3,Rate,2015,0.04008156570512886,0.06960586673189648,0.019004271160616232
1,Deaths,44725,Peterborough,2,Female,16,55 to 59,564,Amphetamine use disorders,3,Rate,2015,0.050824975523461685,0.09032443841591706,0.02415173518701755
1,Deaths,44725,Peterborough,1,Male,17,60 to 64,564,Amphetamine use disorders,3,Rate,2015,0.0180811606773499,0.031024216947507365,0.008949525382548913
1,Deaths,44725,Peterborough,2,Female,17,60 to 64,564,Amphetamine use disorders,3,Rate,2015,0.03649263677857397,0.06160712471762426,0.018245597243453364
1,Deaths,44725,Peterborough,1,Male,18,65 to 69,564,Amphetamine use disorders,3,Rate,2015,0.012606405227033397,0.021785492339547786,0.006197488509707155
1,Deaths,44725,Peterborough,2,Female,18,65 to 69,564,Amphetamine use disorders,3,Rate,2015,0.033436962935837096,0.05678284699870792,0.015357036195622939
1,Deaths,44725,Peterborough,1,Male,19,70 to 74,564,Amphetamine use disorders,3,Rate,2015,0.004482560021194587,0.007392265534969459,0.0023656924087603597
1,Deaths,44725,Peterborough,2,Female,19,70 to 74,564,Amphetamine use disorders,3,Rate,2015,0.013167609463264238,0.022804497207103848,0.005598231779176949
1,Deaths,44725,Peterborough,1,Male,20,75 to 79,564,Amphetamine use disorders,3,Rate,2015,0.0012844362043726582,0.0020918496798864148,0.0007098391469582714
1,Deaths,44725,Peterborough,2,Female,20,75 to 79,564,Amphetamine use disorders,3,Rate,2015,0.026132769118202007,0.043197195126093976,0.011660791370062895
1,Deaths,44725,Peterborough,1,Male,30,80 to 84,564,Amphetamine use disorders,3,Rate,2015,0.00183356390953154,0.003356502016226625,0.0008729670559374817
1,Deaths,44725,Peterborough,2,Female,30,80 to 84,564,Amphetamine use disorders,3,Rate,2015,0.030303696836223047,0.05247501286997904,0.014481149061892499
1,Deaths,44725,Peterborough,1,Male,31,85 to 89,564,Amphetamine use disorders,3,Rate,2015,0.0023413302840383696,0.003892236462190505,0.001180942347072855
1,Deaths,44725,Peterborough,2,Female,31,85 to 89,564,Amphetamine use disorders,3,Rate,2015,0.04212178708182199,0.07306847550591446,0.01857304997160346
1,Deaths,44725,Peterborough,1,Male,32,90 to 94,564,Amphetamine use disorders,3,Rate,2015,0.005081355250081292,0.00861863622425447,0.0025427760888864013
1,Deaths,44725,Peterborough,2,Female,32,90 to 94,564,Amphetamine use disorders,3,Rate,2015,0.06925603250012978,0.11933798680555863,0.02393912884791446
1,Deaths,44725,Peterborough,1,Male,235,95 plus,564,Amphetamine use disorders,3,Rate,2015,0.014417499699776641,0.02390780270653039,0.006563459777348376
1,Deaths,44725,Peterborough,2,Female,235,95 plus,564,Amphetamine use disorders,3,Rate,2015,0.12702508403321108,0.2081424073775154,0.0466502996639124
1,Deaths,44725,Peterborough,1,Male,8,15 to 19,566,Other drug use disorders,3,Rate,2015,1.1317246613514418,1.9320250207695624,0.5928941039103524
1,Deaths,44725,Peterborough,2,Female,8,15 to 19,566,Other drug use disorders,3,Rate,2015,0.5790340102635129,0.9033255045970056,0.34054133814331156
1,Deaths,44725,Peterborough,1,Male,9,20 to 24,566,Other drug use disorders,3,Rate,2015,2.3681931632769713,3.907364446378877,1.3064037695649777
1,Deaths,44725,Peterborough,2,Female,9,20 to 24,566,Other drug use disorders,3,Rate,2015,1.659024977568364,2.5398363822107797,1.0062495463028642
1,Deaths,44725,Peterborough,1,Male,10,25 to 29,566,Other drug use disorders,3,Rate,2015,2.6533815774144047,4.267784133762748,1.4065694245033322
1,Deaths,44725,Peterborough,2,Female,10,25 to 29,566,Other drug use disorders,3,Rate,2015,1.3433347569353402,1.9316308559825632,0.8601371397851196
1,Deaths,44725,Peterborough,1,Male,11,30 to 34,566,Other drug use disorders,3,Rate,2015,4.942499580656759,7.50502722075529,2.9618020509874015
1,Deaths,44725,Peterborough,2,Female,11,30 to 34,566,Other drug use disorders,3,Rate,2015,1.6458015961560781,2.2557733784059644,1.1320848903881522
1,Deaths,44725,Peterborough,1,Male,12,35 to 39,566,Other drug use disorders,3,Rate,2015,4.696656702783407,7.358143400978445,2.722528829418129
1,Deaths,44725,Peterborough,2,Female,12,35 to 39,566,Other drug use disorders,3,Rate,2015,1.716459370092961,2.458798385197124,1.0820917917086517
1,Deaths,44725,Peterborough,1,Male,13,40 to 44,566,Other drug use disorders,3,Rate,2015,5.082571299704005,8.01854537059208,2.771012605570728
1,Deaths,44725,Peterborough,2,Female,13,40 to 44,566,Other drug use disorders,3,Rate,2015,2.1387694860171447,3.0701242670350664,1.4075006197889186
1,Deaths,44725,Peterborough,1,Male,14,45 to 49,566,Other drug use disorders,3,Rate,2015,3.2769791040952656,5.587606109261851,1.7186853846322068
1,Deaths,44725,Peterborough,2,Female,14,45 to 49,566,Other drug use disorders,3,Rate,2015,1.841179445392662,2.657185568062847,1.1783430826682868
